,pid,condition,day,timing,block,hand,RT
0,P11,continuous,Day1,pre,0,left,25.47453963501903
1,P11,continuous,Day1,pre,0,right,26.901272711809725
2,P11,continuous,Day1,pre,1,left,29.62334226854
3,P11,continuous,Day1,pre,1,right,28.573830385274054
4,P11,continuous,Day1,pre,2,left,26.36458715582557
5,P11,continuous,Day1,pre,2,right,26.78505205224792
6,P11,continuous,Day1,pre,3,right,32.15561091009659
7,P11,continuous,Day1,pre,3,left,30.740867202981462
8,P11,continuous,Day1,pre,4,right,30.08991261166739
9,P11,continuous,Day1,pre,4,left,33.52554195398625
0,P11,continuous,Day1,post,0,right,22.18507603098988
1,P11,continuous,Day1,post,0,left,23.60215134491591
2,P11,continuous,Day1,post,1,right,25.67576032905345
3,P11,continuous,Day1,post,1,left,23.105015770044695
4,P11,continuous,Day1,post,2,left,30.66301290944829
5,P11,continuous,Day1,post,2,right,26.704733617658352
6,P11,continuous,Day1,post,3,left,27.20513811523779
7,P11,continuous,Day1,post,3,right,28.273209772600236
8,P11,continuous,Day1,post,4,left,33.822313710858005
9,P11,continuous,Day1,post,4,right,27.473295498508378
0,P11,continuous,Day2,pre,0,left,21.712592864980248
1,P11,continuous,Day2,pre,0,right,22.603246707229122
2,P11,continuous,Day2,pre,1,left,24.61611823898056
3,P11,continuous,Day2,pre,1,right,24.58053622763691
4,P11,continuous,Day2,pre,2,right,25.64115151619626
5,P11,continuous,Day2,pre,2,left,23.691812559733076
6,P11,continuous,Day2,pre,3,right,21.764367809490064
7,P11,continuous,Day2,pre,3,left,21.384909093347236
8,P11,continuous,Day2,pre,4,right,23.161952314465452
9,P11,continuous,Day2,pre,4,left,25.609416446895924
0,P11,continuous,Day2,post,0,left,21.674786499119364
1,P11,continuous,Day2,post,0,right,24.724453152379283
2,P11,continuous,Day2,post,1,right,23.29768467179747
3,P11,continuous,Day2,post,1,left,25.544985243112023
4,P11,continuous,Day2,post,2,right,34.620538219482114
5,P11,continuous,Day2,post,2,left,23.938632023888204
6,P11,continuous,Day2,post,3,right,23.244496283485205
7,P11,continuous,Day2,post,3,left,26.862551208610967
8,P11,continuous,Day2,post,4,right,26.81139335298576
9,P11,continuous,Day2,post,4,left,21.882868026867072
