,day,block,trial,C4,C3
0,Day1,0,0,1423.3849597368094,825.159287779394
1,Day1,0,0,747.9109432987102,865.5490710997162
2,Day1,0,0,1315.9948587800932,1735.5885826534725
3,Day1,0,0,,
4,Day1,0,0,1502.5642657177602,1208.0868096060628
5,Day1,0,0,841.8808956731082,644.9207332059681
6,Day1,0,0,420.04061776528886,321.0614292518071
7,Day1,0,0,701.90916094203,774.0102131426552
8,Day1,0,0,1699.854444478995,902.457663178869
9,Day1,0,0,1515.8796144830667,1033.9546938863523
0,Day1,0,1,,
1,Day1,0,1,1664.955332386739,1106.6731412028275
2,Day1,0,1,988.2832681371216,570.6103874853252
3,Day1,0,1,1254.306026232113,687.7373167309587
4,Day1,0,1,973.6507647473377,583.2751462634312
5,Day1,0,1,952.706231290795,829.6876603510523
6,Day1,0,1,1175.1696481533552,791.1451524954139
7,Day1,0,1,,
8,Day1,0,1,1343.7310506612926,619.9976980946693
9,Day1,0,1,483.159550255409,663.9426725287989
0,Day1,0,2,1496.2380337613188,2062.5453861851834
1,Day1,0,2,567.7166126313738,714.0086663611143
2,Day1,0,2,740.9558016479701,709.874001878817
3,Day1,0,2,,
4,Day1,0,2,1041.3911880961052,606.2929860682704
5,Day1,0,2,636.3186181822309,502.13596389979836
6,Day1,0,2,686.4545228172541,462.6570429683717
7,Day1,0,2,982.0150320585974,719.4317448024094
8,Day1,0,2,1342.1916324808865,406.31605178350617
9,Day1,0,2,1017.8741777943833,430.54900580064384
0,Day1,0,3,,
1,Day1,0,3,655.3515836107138,806.6235405114818
2,Day1,0,3,664.9633310457041,420.21583810108876
3,Day1,0,3,647.9058625138513,411.0818096259706
4,Day1,0,3,1928.6897075447187,1494.9880116344902
5,Day1,0,3,990.7408478569196,715.5401584423006
6,Day1,0,3,732.7070237113303,563.6648000523792
7,Day1,0,3,1033.9046808085998,488.51358783812486
8,Day1,0,3,1260.3547574295885,300.8586178705458
9,Day1,0,3,1129.6957542213431,263.7162841866055
0,Day1,0,4,,
1,Day1,0,4,1181.9609862115155,912.286276478816
2,Day1,0,4,1177.6387007235614,1226.551994931576
3,Day1,0,4,1285.212619497706,1171.2201113462318
4,Day1,0,4,1084.6550465265643,1099.8590086687072
5,Day1,0,4,37952.11422387143,776.90090498017
6,Day1,0,4,64794.16744838872,618.7905568170837
7,Day1,0,4,351557.54147545085,494.3584104511188
8,Day1,0,4,,
9,Day1,0,4,1295.4749129116813,1153.371693015195
0,Day1,0,5,,
1,Day1,0,5,579.5908238783694,403.92914487331865
2,Day1,0,5,969.1065859009636,1184.344125525824
3,Day1,0,5,834.8201901864418,764.0557142234435
4,Day1,0,5,1240.3138628678412,746.5567169330255
5,Day1,0,5,463.5957083987018,437.26764911904803
6,Day1,0,5,501.78846202645485,217.9573364617762
7,Day1,0,5,918.5502667250051,1168.0792036225325
8,Day1,0,5,850.8967393755615,501.0644429889389
9,Day1,0,5,658.6226698435514,519.9157035878939
0,Day1,0,6,983.605303357092,1417.7404878198902
1,Day1,0,6,1067.135490282998,714.3956295278906
