,day,block,trial,C4,C3
0,Day1,0,0,,
1,Day1,0,0,935.5763248906833,1174.5075563775874
2,Day1,0,0,977.9890845622348,1724.6856102064335
3,Day1,0,0,2973.6212624255986,3550.3161714902612
4,Day1,0,0,918.1991349023702,294.32125753215354
5,Day1,0,0,1530.8377062277832,959.8925792712224
6,Day1,0,0,588.2452685392243,437.847047970111
7,Day1,0,0,1189.09538599084,2560.71077182745
8,Day1,0,0,930.1738277033801,436.7496091262731
9,Day1,0,0,,
0,Day1,0,1,,
1,Day1,0,1,,
2,Day1,0,1,2497.72452005588,1963.88821531
3,Day1,0,1,,
4,Day1,0,1,712.3610562559761,558.0423573838402
5,Day1,0,1,,
6,Day1,0,1,1692.4079220331118,833.1498303046542
7,Day1,0,1,4453.227920855697,4368.028658379737
8,Day1,0,1,1262.8311041424968,731.8199228007643
9,Day1,0,1,1937.91401497578,2691.467031904953
0,Day1,0,2,,
1,Day1,0,2,,
2,Day1,0,2,6461.913420657421,3085.820889161463
3,Day1,0,2,,
4,Day1,0,2,2088.6771708772885,2718.5124394921727
5,Day1,0,2,3628.8593745422027,2097.2858960293825
6,Day1,0,2,7836.758934167421,4241.863701221288
7,Day1,0,2,1519.388408739056,3838.80657307325
8,Day1,0,2,1225.0454254022466,2427.4915729242707
9,Day1,0,2,,
0,Day1,0,3,,
1,Day1,0,3,2598.278437529702,1382.6618506548486
2,Day1,0,3,946.91460231135,469.69722486831733
3,Day1,0,3,822.7946558276884,925.0229056163786
4,Day1,0,3,910.174293334868,2038.145737358783
5,Day1,0,3,2039.9631848584013,2817.491325774665
6,Day1,0,3,,
7,Day1,0,3,,
8,Day1,0,3,,
9,Day1,0,3,436.592721543005,1063.3295219882527
0,Day1,0,4,,
1,Day1,0,4,1141.5596333506242,1287.8753825014994
2,Day1,0,4,197.76092185227333,959.2022858406723
3,Day1,0,4,881.442067633992,1198.717876512059
4,Day1,0,4,812.5288083145343,955.5218947156934
5,Day1,0,4,831.2450271421637,1275.5203622262072
6,Day1,0,4,1596.8605793455356,2609.326333762803
7,Day1,0,4,3030.455991302057,1336.2445216120766
8,Day1,0,4,2204.628124540518,1700.7444590378518
9,Day1,0,4,1312.039808247091,894.1137280944348
0,Day1,0,5,,
1,Day1,0,5,5849.650961824377,3211.003470358628
2,Day1,0,5,1144.1777975426269,1258.3468345515482
3,Day1,0,5,1591.890826482728,1888.289861462331
4,Day1,0,5,866.6456065437777,577.4262397319535
5,Day1,0,5,752.6214282055968,515.8144517911733
6,Day1,0,5,698.3734381471132,731.2198847394229
7,Day1,0,5,1132.5804337329878,1364.8140236849913
8,Day1,0,5,,
9,Day1,0,5,992.4158514157556,1712.3995628972632
0,Day1,0,6,,
1,Day1,0,6,750.2854329175607,1588.8452943977395
2,Day1,0,6,,
3,Day1,0,6,1810.3582288073108,1379.125333657568
4,Day1,0,6,1802.6067388925478,1307.9572465148794
5,Day1,0,6,1287.5286124155941,407.39841535980105
6,Day1,0,6,,
7,Day1,0,6,2509.4433619642004,2712.88955684456
8,Day1,0,6,618.728544342528,751.5070913956357
9,Day1,0,6,672.252139409548,1158.659626862903
0,Day1,0,7,,
1,Day1,0,7,3100.2343491740376,2736.0441290904405
2,Day1,0,7,,
3,Day1,0,7,,
4,Day1,0,7,2487.850167743921,1141.517678928385
5,Day1,0,7,702.4013171639258,826.2054331742328
6,Day1,0,7,4236.074732810625,3208.773501723122
7,Day1,0,7,1022.9319378451668,1006.9949742142524
8,Day1,0,7,2769.4769706516,2338.1484729225767
9,Day1,0,7,1690.8772789905047,1052.7797693238638
0,Day1,0,8,,
1,Day1,0,8,3015.397892181,3247.1662039591424
2,Day1,0,8,1052.0269049384624,1776.4406067008906
3,Day1,0,8,1129.0197835644785,1326.44804397832
4,Day1,0,8,1467.503788063652,1433.4284648099303
5,Day1,0,8,,
6,Day1,0,8,496.5138799795528,1103.7285271985409
7,Day1,0,8,1470.132751136626,1430.0410341789457
8,Day1,0,8,2493.539796802347,1199.155948453725
9,Day1,0,8,2497.453898282596,3319.4695663217967
0,Day1,0,9,,
1,Day1,0,9,,
2,Day1,0,9,,
3,Day1,0,9,4945.721854246733,3071.1871773934613
4,Day1,0,9,2694.726155438953,2512.8201503610426
5,Day1,0,9,2264.15331036645,2770.9557578969066
6,Day1,0,9,971.366567902082,1959.503736803073
7,Day1,0,9,1436.2977085057435,1796.8127876808855
8,Day1,0,9,1278.6086114448144,1432.5705270675953
9,Day1,0,9,1256.178659562485,562.8781243747571
0,Day1,1,0,,
1,Day1,1,0,602.6598410743028,1081.6198060061458
2,Day1,1,0,963.0188096667316,933.1352176181244
3,Day1,1,0,415.6308834884797,1230.1363097104113
4,Day1,1,0,761.5873428082335,2025.4645885523407
5,Day1,1,0,1390.308846557879,892.5159899319937
6,Day1,1,0,9330.861421058436,6071.449496311051
7,Day1,1,0,976.9486387160227,934.7008566652893
8,Day1,1,0,581.7620848453511,663.7902242493888
9,Day1,1,0,,
0,Day1,1,1,,
1,Day1,1,1,,
2,Day1,1,1,1038.50175020782,2594.458022085301
3,Day1,1,1,1370.211847784555,938.2552136232224
4,Day1,1,1,1807.5873282885987,991.555129212232
5,Day1,1,1,1323.9708049111791,1668.978125657112
6,Day1,1,1,4345.590751854866,6537.887374023751
7,Day1,1,1,1070.7924312111647,1749.4231436613434
8,Day1,1,1,1168.328641881295,1092.1464620637705
9,Day1,1,1,,
0,Day1,1,2,,
1,Day1,1,2,,
2,Day1,1,2,1243.9973536229575,1229.4705595763612
3,Day1,1,2,1224.3855019170255,1956.6461216461887
4,Day1,1,2,1662.7948720473817,1357.718524768934
5,Day1,1,2,2256.639158249169,1097.2232971869169
6,Day1,1,2,2787.1622269921186,2127.73885162686
7,Day1,1,2,1538.7258775873233,843.9950207503965
8,Day1,1,2,1590.59264306203,1559.1439843680791
9,Day1,1,2,2252.292576296945,1234.7402328119408
0,Day1,1,3,,
1,Day1,1,3,3182.7490387143976,1694.1591746906797
2,Day1,1,3,,
3,Day1,1,3,1433.2690222011565,2141.8996935717946
4,Day1,1,3,860.814543861443,1413.3137005819653
5,Day1,1,3,,
6,Day1,1,3,1704.8313224184851,1697.631344481084
7,Day1,1,3,,
8,Day1,1,3,1756.6590355002795,1245.0899575467693
9,Day1,1,3,1668.7836611781406,1904.506121404817
0,Day1,1,4,,
1,Day1,1,4,,
2,Day1,1,4,2664.033333605623,3510.126284063177
3,Day1,1,4,545.7999580963226,825.7602785595944
4,Day1,1,4,2722.2993271629325,2020.9010320649368
5,Day1,1,4,1896.3836372822323,1219.4156259984927
6,Day1,1,4,1119.694472735137,1473.8122473036096
7,Day1,1,4,4321.320256143853,2864.0128697177765
8,Day1,1,4,,
9,Day1,1,4,1421.5921049267215,1038.5707263551055
0,Day1,1,5,695.9513379848407,1003.9422995134636
1,Day1,1,5,4343.731320890146,5409.869620929535
2,Day1,1,5,914.4558715219127,588.5137930662937
3,Day1,1,5,473.61448241075567,1129.3261695799715
4,Day1,1,5,1418.022370009512,1081.4340422891846
5,Day1,1,5,941.9463338144992,1124.4644847663178
6,Day1,1,5,1391.4306107233804,1155.4588454221
7,Day1,1,5,3352.2520757569873,2375.54529084818
8,Day1,1,5,786.5360259702969,1417.7293484816253
9,Day1,1,5,,
0,Day1,1,6,,
1,Day1,1,6,2255.677206327457,1055.0981013330513
2,Day1,1,6,7987.7494310123575,5891.302713224282
3,Day1,1,6,2283.512233409197,1769.5240191661233
4,Day1,1,6,,
5,Day1,1,6,2204.817748728075,2114.4395905269503
6,Day1,1,6,1692.9597403568616,925.4487193701196
7,Day1,1,6,8791.98490292337,8191.182101446087
8,Day1,1,6,1630.0590282242706,1100.7159686473342
9,Day1,1,6,,
0,Day1,1,7,,
1,Day1,1,7,,
2,Day1,1,7,8769.427223821396,6042.346052852329
3,Day1,1,7,6551.095202522517,5974.7326270139
4,Day1,1,7,,
5,Day1,1,7,1299.2495195590109,567.0273293580804
6,Day1,1,7,581.7004289260027,739.129518197146
7,Day1,1,7,,
8,Day1,1,7,,
9,Day1,1,7,1867.0392142127475,807.2004311895662
0,Day1,1,8,2136.5479291857823,1276.5777866313845
1,Day1,1,8,,
2,Day1,1,8,622.7194208281958,687.1982310962655
3,Day1,1,8,1822.0809109040747,3832.763672900168
4,Day1,1,8,1099.5937672646573,1769.9261562006088
5,Day1,1,8,,
6,Day1,1,8,4830.454911455772,3626.707515189875
7,Day1,1,8,953.6483558694003,1304.7119872410276
8,Day1,1,8,,
9,Day1,1,8,1016.360728172581,643.581430911611
0,Day1,1,9,,
1,Day1,1,9,3786.4568270862346,2131.215480723422
2,Day1,1,9,8893.864643439043,5898.290039219843
3,Day1,1,9,5042.30845716202,3125.251233573071
4,Day1,1,9,1031.1585215935863,529.5326107549004
5,Day1,1,9,370.8296217197408,751.794103977757
6,Day1,1,9,3671.567242503808,2083.7054181544067
7,Day1,1,9,6645.174820751789,6036.985946540633
8,Day1,1,9,1277.3621153495947,1066.1921152227276
9,Day1,1,9,3161.844538836079,3602.1288518926617
0,Day1,2,0,,
1,Day1,2,0,1616.4032490390439,1196.0654481952056
2,Day1,2,0,,
3,Day1,2,0,,
4,Day1,2,0,1180.7682513716816,760.6324700121951
5,Day1,2,0,2951.235778741029,3303.285155341765
6,Day1,2,0,970.2247863932764,1437.596927222084
7,Day1,2,0,586.7492297860334,1242.15396324916
