,day,block,trial,C4,C3
0,Day1,0,0,,
1,Day1,0,0,8343.853283669041,5845.3887600961925
2,Day1,0,0,,
3,Day1,0,0,3955.6697467530894,3696.990701245471
4,Day1,0,0,,
5,Day1,0,0,,
6,Day1,0,0,,
7,Day1,0,0,1263.7353693214454,1700.304673328955
8,Day1,0,0,2598.9798864066,1980.796064733756
9,Day1,0,0,1327.1627553907429,3680.7155791224595
0,Day1,0,1,3246.327151394113,1471.9214400967005
1,Day1,0,1,,
2,Day1,0,1,,
3,Day1,0,1,4306.509219292236,2232.284839615381
4,Day1,0,1,2610.234082032385,2251.6814002460833
5,Day1,0,1,,
6,Day1,0,1,,
7,Day1,0,1,,
8,Day1,0,1,,
9,Day1,0,1,7012.027076807901,6010.926519312223
0,Day1,0,2,,
1,Day1,0,2,3373.878543101287,3439.08807014778
2,Day1,0,2,1392.7276246897586,1818.422591962527
3,Day1,0,2,2180.728283284188,2846.6309681630187
4,Day1,0,2,,
5,Day1,0,2,,
6,Day1,0,2,,
7,Day1,0,2,,
8,Day1,0,2,5335.841429444573,4020.338447632104
9,Day1,0,2,1966.8037276387665,2471.5510425670277
0,Day1,0,3,,
1,Day1,0,3,,
2,Day1,0,3,,
3,Day1,0,3,1216.6314720744176,2082.3493219849483
4,Day1,0,3,,
5,Day1,0,3,3898.0786436397166,2027.273691034104
6,Day1,0,3,4160.333648393441,2822.1752705900312
7,Day1,0,3,,
8,Day1,0,3,,
9,Day1,0,3,15251.997490349531,11812.58924677197
0,Day1,0,4,,
1,Day1,0,4,,
2,Day1,0,4,3588.328986075525,2179.562114178642
3,Day1,0,4,,
4,Day1,0,4,,
5,Day1,0,4,,
6,Day1,0,4,,
7,Day1,0,4,4233.867907094994,8396.504581279458
8,Day1,0,4,,
9,Day1,0,4,3361.385855814242,1530.3844746450186
0,Day1,0,5,,
1,Day1,0,5,4943.088284840242,3285.253679193122
2,Day1,0,5,1794.9050431016974,1883.892039138803
3,Day1,0,5,,
4,Day1,0,5,3500.175558008816,2297.8731310548205
5,Day1,0,5,,
6,Day1,0,5,,
7,Day1,0,5,,
8,Day1,0,5,4360.013504723715,1772.0090218493415
9,Day1,0,5,1335.9658987915354,1450.6964129249911
0,Day1,0,6,3576.739499968475,4736.176539615494
1,Day1,0,6,,
2,Day1,0,6,2217.625979928473,1423.632262328634
3,Day1,0,6,8028.2064655638305,4829.603085178166
4,Day1,0,6,2845.2089735422087,1679.0286400252578
5,Day1,0,6,2747.987780721076,1778.3398183058066
6,Day1,0,6,,
7,Day1,0,6,4079.6689218114866,2147.8734323843228
8,Day1,0,6,,
9,Day1,0,6,,
0,Day1,0,7,,
1,Day1,0,7,,
2,Day1,0,7,,
3,Day1,0,7,1572.4620037051966,890.7003845219017
4,Day1,0,7,,
5,Day1,0,7,,
6,Day1,0,7,,
7,Day1,0,7,2858.942062089342,1395.368245399414
8,Day1,0,7,2323.394697499058,1168.0235745416355
9,Day1,0,7,,
0,Day1,0,8,,
