,day,block,trial,C4,C3
0,Day1,0,0,2344.2592861147823,1688.9257337883184
1,Day1,0,0,2159.2974446015146,3445.4704369191445
2,Day1,0,0,1431.432453030856,2398.085477128127
3,Day1,0,0,941.4909561614813,8791.055421372068
4,Day1,0,0,717.2003087822792,9527.995833777271
5,Day1,0,0,718.4615408133856,3300.5566675641826
6,Day1,0,0,1559.8760874793427,1718.332577838495
7,Day1,0,0,1038.3745383723012,5027.295633946143
8,Day1,0,0,2428.0772118085583,8262.042722819257
9,Day1,0,0,1756.6997553851277,4067.333823061967
0,Day1,0,1,2415.2313315356464,2508.7121327830305
1,Day1,0,1,5223.242757327305,3994.985239056047
2,Day1,0,1,,
3,Day1,0,1,,
4,Day1,0,1,,
5,Day1,0,1,,
6,Day1,0,1,,
7,Day1,0,1,,
8,Day1,0,1,,
9,Day1,0,1,,
0,Day1,0,2,,
1,Day1,0,2,896.1585195782933,1244.0894874392925
2,Day1,0,2,455.36869135006737,6768.9105515594565
3,Day1,0,2,1193.081331161955,5835.042254852083
4,Day1,0,2,1269.2547628968998,3157.060645304812
5,Day1,0,2,1250.061238659361,6035.690810549855
6,Day1,0,2,1008.9512329471744,3919.994484252046
7,Day1,0,2,1334.6403864240533,5584.775853557994
8,Day1,0,2,2879.1750458903584,7889.949584070654
9,Day1,0,2,,
0,Day1,0,3,,
1,Day1,0,3,1134.1201079477264,7928.456995498857
2,Day1,0,3,3750.0459490100043,3729.6251200058778
3,Day1,0,3,2892.6115415542185,20706.60863364729
4,Day1,0,3,1533.617111056686,6339.8015576862035
5,Day1,0,3,1331.0171021220892,3306.521535140088
6,Day1,0,3,656.2638778383342,19392.257206932565
7,Day1,0,3,2496.0082409945567,4813.46380734539
8,Day1,0,3,3277.304808721147,2791.451028547945
9,Day1,0,3,3149.488386307711,13558.471261988312
0,Day1,0,4,1295.5291765169209,7891.11249576327
1,Day1,0,4,,
2,Day1,0,4,746.813931802512,1015.8538798752955
3,Day1,0,4,,
4,Day1,0,4,2429.435852960735,20039.948122836464
5,Day1,0,4,1282.5095792720958,10409.889572211441
6,Day1,0,4,,
7,Day1,0,4,,
8,Day1,0,4,691.6517010528822,7211.513714283184
9,Day1,0,4,2572.0177810077384,7957.372215344725
0,Day1,0,5,,
1,Day1,0,5,3813.056544621869,5829.051572306773
2,Day1,0,5,2142.191353900533,10328.237366652836
3,Day1,0,5,2502.171868113955,2987.720074346762
4,Day1,0,5,1893.3330330901886,2051.0562544552254
5,Day1,0,5,862.0794096944214,11070.934717504968
6,Day1,0,5,2991.702766676609,6195.939339014428
7,Day1,0,5,1419.7441205045639,6872.476831809575
8,Day1,0,5,1296.8104158241251,9954.5446997439
9,Day1,0,5,3348.1182256435577,1339.6638496075504
0,Day1,0,6,,
1,Day1,0,6,5489.495702290728,11201.045663354993
2,Day1,0,6,,
3,Day1,0,6,979.0799860256614,1017.2703357007588
4,Day1,0,6,4728.752972297275,10955.842010121103
5,Day1,0,6,,
6,Day1,0,6,7177.683203847094,8218.024571617865
7,Day1,0,6,2941.1250524040975,6153.927468957441
8,Day1,0,6,2364.7482664442364,13449.552015248462
9,Day1,0,6,2088.618381056773,8160.882141472882
0,Day1,0,7,,
1,Day1,0,7,,
2,Day1,0,7,,
3,Day1,0,7,1391.9119118759068,4966.187986214612
4,Day1,0,7,,
5,Day1,0,7,1282.0304168050254,4367.704553445016
6,Day1,0,7,,
7,Day1,0,7,,
8,Day1,0,7,1397.8860667918343,4303.587984196961
9,Day1,0,7,,
0,Day1,0,8,,
1,Day1,0,8,1358.0197285964073,1286.1618987289232
2,Day1,0,8,4546.737814976864,12399.36490471571
3,Day1,0,8,1408.272765559991,8890.573945569906
4,Day1,0,8,2734.2131137322267,2125.1141169247776
5,Day1,0,8,2909.30793155346,5536.895620889275
6,Day1,0,8,3009.845781261389,22606.40184117413
7,Day1,0,8,9027.20429932137,12733.151102277754
8,Day1,0,8,2676.469149063889,1947.8259166007654
9,Day1,0,8,4929.183823394188,5209.280049075786
0,Day1,0,9,1548.3785527387506,2031.0213959924924
1,Day1,0,9,1516.6029381805445,9233.802026942756
2,Day1,0,9,2779.4551417146395,7404.427514612503
3,Day1,0,9,4535.509484835975,8847.814579479797
4,Day1,0,9,3230.4473459541546,9835.056793275024
5,Day1,0,9,1836.139399137998,3531.209226291274
6,Day1,0,9,1133.7773398244062,2995.877423706376
7,Day1,0,9,2443.911437045294,5186.417876300704
8,Day1,0,9,1303.6472948056082,6104.906389799221
9,Day1,0,9,774.8779355310037,4561.856137532614
0,Day1,1,0,,
1,Day1,1,0,,
2,Day1,1,0,,
3,Day1,1,0,,
4,Day1,1,0,,
5,Day1,1,0,,
6,Day1,1,0,1446.8551168490674,13414.469354304238
7,Day1,1,0,,
8,Day1,1,0,,
9,Day1,1,0,,
0,Day1,1,1,1446.8551168490674,13414.469354304238
1,Day1,1,1,1446.8551168490674,13414.469354304238
2,Day1,1,1,1446.8551168490674,13414.469354304238
3,Day1,1,1,1446.8551168490674,13414.469354304238
4,Day1,1,1,1446.8551168490674,13414.469354304238
5,Day1,1,1,1446.8551168490674,13414.469354304238
6,Day1,1,1,1446.8551168490674,13414.469354304238
7,Day1,1,1,1446.8551168490674,13414.469354304238
8,Day1,1,1,1446.8551168490674,13414.469354304238
9,Day1,1,1,1446.8551168490674,13414.469354304238
0,Day1,1,2,,
