,pid,condition,timing,view,hand,face,angle,response,RT
0,P15,control,pre,0,right,back,60,True,1.717451817462461
1,P15,control,pre,0,left,palm,60,True,1.4101235518428439
2,P15,control,pre,0,left,palm,300,True,1.9964993325402247
3,P15,control,pre,0,left,back,0,True,1.206968775914902
4,P15,control,pre,0,left,back,300,True,1.3775419484454687
5,P15,control,pre,0,left,back,180,True,2.877386239799307
6,P15,control,pre,0,right,palm,120,True,1.7786079685283767
7,P15,control,pre,0,left,palm,0,True,1.2058410852487214
8,P15,control,pre,0,right,back,180,True,1.1198834004626406
9,P15,control,pre,0,right,back,0,True,1.1258168000631485
10,P15,control,pre,0,left,back,60,True,0.907514043464289
11,P15,control,pre,0,right,palm,0,True,0.922510720531136
12,P15,control,pre,0,right,back,240,True,0.7998456320183323
13,P15,control,pre,0,left,palm,240,True,1.4192209205002655
14,P15,control,pre,0,right,back,300,True,0.8368912663345327
15,P15,control,pre,0,left,palm,180,True,1.0465643547859145
16,P15,control,pre,0,right,palm,240,True,1.008130940821502
17,P15,control,pre,0,left,palm,120,True,0.8669236912719498
18,P15,control,pre,0,right,back,120,True,1.348151893497743
19,P15,control,pre,0,left,back,240,True,0.8086354138540628
20,P15,control,pre,0,right,palm,60,True,1.0588207128885188
21,P15,control,pre,0,left,back,120,True,0.8831392242145739
22,P15,control,pre,0,right,palm,300,True,1.3702962294755707
23,P15,control,pre,0,right,palm,180,True,0.9412758149810543
24,P15,control,pre,1,right,back,240,True,1.570924426721831
25,P15,control,pre,1,right,palm,60,True,1.1105458612719303
26,P15,control,pre,1,left,back,120,True,0.8370667019071334
27,P15,control,pre,1,left,palm,60,True,0.9990113554313211
28,P15,control,pre,1,right,palm,180,True,1.338427476734978
29,P15,control,pre,1,right,back,120,True,1.687683695025953
30,P15,control,pre,1,right,palm,120,True,2.0470136690364598
31,P15,control,pre,1,left,palm,120,True,1.392078585942727
32,P15,control,pre,1,left,palm,300,True,1.187064882433333
33,P15,control,pre,1,left,back,240,True,1.366660729436262
34,P15,control,pre,1,right,palm,0,True,1.3543898155430725
35,P15,control,pre,1,right,back,180,True,2.870756843615709
36,P15,control,pre,1,right,palm,300,True,1.1894857401148329
37,P15,control,pre,1,left,palm,0,True,0.8728471316471769
38,P15,control,pre,1,left,back,0,True,0.8410385173010582
39,P15,control,pre,1,left,palm,180,True,0.8748573628363374
40,P15,control,pre,1,left,back,60,True,0.9071857720991829
41,P15,control,pre,1,right,back,300,True,0.9222295639583535
42,P15,control,pre,1,left,back,180,True,1.728585464511525
43,P15,control,pre,1,right,back,60,True,0.8780293758818516
44,P15,control,pre,1,left,back,300,True,0.8945950138759144
45,P15,control,pre,1,right,palm,240,True,1.462003068208105
46,P15,control,pre,1,left,palm,240,True,2.4150729034399774
47,P15,control,pre,1,right,back,0,True,0.7763127502976204
48,P15,control,pre,2,right,palm,300,True,1.1495128598489828
49,P15,control,pre,2,right,palm,120,True,2.6422995083594287
50,P15,control,pre,2,left,palm,60,True,0.9619603584551442
51,P15,control,pre,2,right,palm,240,True,1.0707058983507522
52,P15,control,pre,2,left,palm,240,True,1.7909313598747758
53,P15,control,pre,2,right,back,120,True,1.121854177798923
54,P15,control,pre,2,right,back,300,True,1.1835167171329886
55,P15,control,pre,2,left,back,300,True,1.306937174529594
56,P15,control,pre,2,right,palm,60,True,1.4569322906791058
57,P15,control,pre,2,left,palm,180,True,1.0896981397318086
58,P15,control,pre,2,right,palm,0,True,2.569135979805651
59,P15,control,pre,2,left,palm,120,True,1.219929557638352
60,P15,control,pre,2,right,back,60,True,0.8458101350433935
61,P15,control,pre,2,left,back,0,True,0.7514476307578661
62,P15,control,pre,2,right,palm,180,True,0.7725033468741458
63,P15,control,pre,2,left,palm,0,True,1.249043052579509
64,P15,control,pre,2,left,back,120,True,1.226217658853784
65,P15,control,pre,2,right,back,0,True,1.116225300644146
66,P15,control,pre,2,left,palm,300,True,1.7236947191213403
67,P15,control,pre,2,left,back,240,True,1.6899053682136582
68,P15,control,pre,2,right,back,240,True,0.8559218124255494
69,P15,control,pre,2,left,back,180,True,1.3928178668493274
70,P15,control,pre,2,right,back,180,True,3.5720528834826837
71,P15,control,pre,2,left,back,60,True,0.972467723493537
