,day,block,trial,C4,C3
0,Day1,0,0,2236.406035084547,1381.597698710626
1,Day1,0,0,1216.1848936796896,911.7455525220037
2,Day1,0,0,4859.871674319765,5955.805721473286
3,Day1,0,0,9456.788699269046,2444.105430141541
4,Day1,0,0,2673.9078731203426,3237.568396648731
5,Day1,0,0,1957.00897131698,471.7437343814161
6,Day1,0,0,6622.742356101301,2029.3057720845165
7,Day1,0,0,2078.703898327517,1926.682510610808
8,Day1,0,0,1588.1070918798075,833.2454814717139
9,Day1,0,0,1128.9186908192517,1164.450733470908
0,Day1,0,1,1922.7038170836806,2434.558190198095
1,Day1,0,1,1228.422549452131,4583.947111854575
2,Day1,0,1,2145.87224472335,7262193.392556441
3,Day1,0,1,2526.420075318122,1373.4529853750396
4,Day1,0,1,3735.524992247507,4312.775755674681
5,Day1,0,1,1385.917470078292,3208.3914806939038
6,Day1,0,1,2761.3853044733905,2539.1356386322022
7,Day1,0,1,4329.3272069006125,4231.893503356775
8,Day1,0,1,3211.095212045341,5130.118779789751
9,Day1,0,1,3445.088500823187,3998.5391024241912
0,Day1,0,2,9430.411723679428,2413.059754035157
1,Day1,0,2,2153.4385065657134,2103.2173770818617
2,Day1,0,2,2511.200940771472,2667.6241423560705
3,Day1,0,2,,
4,Day1,0,2,2084.756434415817,5527.739993612819
5,Day1,0,2,979.6840170604178,2062.1385433976543
6,Day1,0,2,5172.641388984384,6589.232879407282
7,Day1,0,2,7892.717737076743,8146.753721761945
8,Day1,0,2,10924.599272381723,18985.85718530792
9,Day1,0,2,29524.539693722392,20644.654630153414
0,Day1,0,3,5381.766386256917,7687.592678504423
1,Day1,0,3,24545.50805088105,11759.70763812822
2,Day1,0,3,,
3,Day1,0,3,1814.8156007897653,1438.604572839033
4,Day1,0,3,9717.623810923122,5135.85990975092
5,Day1,0,3,8239.27491070071,4612.343509296049
6,Day1,0,3,3243.5192607987074,6360.095109069108
7,Day1,0,3,1059.0070888882374,2658.9440175278883
8,Day1,0,3,4431.731122727126,5875.479322339033
9,Day1,0,3,7598.389900687386,6540.094162612804
0,Day1,0,4,7699.526931710927,3080.3787284140944
1,Day1,0,4,,
2,Day1,0,4,13961.706292548955,15143.023931177331
3,Day1,0,4,4762.275629274922,2678.666871306203
4,Day1,0,4,15353.2958305312,10167.6727773571
5,Day1,0,4,13155.351561442285,6021.10741726597
6,Day1,0,4,4150.110269387696,4096.917319338224
7,Day1,0,4,9659.687107453405,2024.276974359784
8,Day1,0,4,20366.719358646784,7593.10249611234
9,Day1,0,4,13326.833114757668,11392.503754869022
0,Day1,0,5,2383.150521713075,1066.9889482269505
1,Day1,0,5,3642.945222942392,2458.104634189005
2,Day1,0,5,1642.9539332102904,2759.034573299377
3,Day1,0,5,1311.103164982584,1404.2846925909064
4,Day1,0,5,1678.8047948776048,1654.4280513001154
5,Day1,0,5,993.6833222395584,813.5545271051469
6,Day1,0,5,575.6158074390368,965.3939005547246
7,Day1,0,5,727.4030996922705,1725.8353859538129
8,Day1,0,5,3096.92073676428,3316.829371821583
9,Day1,0,5,2031.576886725456,2106.5929797212198
0,Day1,0,6,,
1,Day1,0,6,2441.013639911077,5454.991864857676
2,Day1,0,6,,
3,Day1,0,6,1801.790611956274,4172.839046617418
4,Day1,0,6,5043.067920995311,8050.118256924241
5,Day1,0,6,,
6,Day1,0,6,1339.1817997231376,824.493507132191
7,Day1,0,6,1194.3285658389216,18557.407707413324
8,Day1,0,6,,
9,Day1,0,6,2652.622366806025,8247.43165986948
0,Day1,0,7,1879.0586499280926,2626.275145644321
1,Day1,0,7,3976.93663773113,1330.831265395582
2,Day1,0,7,6623.904113254043,3335.492498128489
3,Day1,0,7,,
4,Day1,0,7,3255.3900097349597,3978.774736747691
5,Day1,0,7,5832.6643306870055,2133.035894656716
6,Day1,0,7,1255.6418581168366,1195.5682891697588
7,Day1,0,7,1391.1537264787412,960.5729403369077
8,Day1,0,7,1973.444851842397,1623.3682471215775
9,Day1,0,7,4867.672333633377,3310.4368148216563
0,Day1,0,8,11414.468967498071,2423.938803523008
1,Day1,0,8,3237.99152030754,773.7921090348796
2,Day1,0,8,5383.75778907815,3935.1179741258757
3,Day1,0,8,11576.16217782814,9927.769289301916
4,Day1,0,8,3298.929281895707,10831.343243972107
5,Day1,0,8,7707.364778775174,6204.590897308352
6,Day1,0,8,15555.297411261885,8608.93273957504
7,Day1,0,8,25560.00800722014,12787.17893572398
8,Day1,0,8,25004.85158937515,11849.677615238172
9,Day1,0,8,8474.133713052057,6544.987279959796
0,Day1,0,9,2758.2091036828388,3800.427153563764
1,Day1,0,9,3604.9267437223407,1193.6807038751265
2,Day1,0,9,2832.297013228706,4510.721342653559
3,Day1,0,9,6440.201816487789,6907.771497780137
4,Day1,0,9,15908.300329677173,25426.45488842303
5,Day1,0,9,10020.34480783732,18639.652396448182
6,Day1,0,9,2601.958206904543,5844.730211983452
7,Day1,0,9,6328.513850922171,4254.481010341335
8,Day1,0,9,27558.104388568325,11929.870404640671
9,Day1,0,9,4462.740802088647,10778.365833669684
0,Day1,1,0,,
1,Day1,1,0,,
2,Day1,1,0,2336.821177170173,3868.403209057836
3,Day1,1,0,1924.5480249050365,1725.004621397512
4,Day1,1,0,2154.1765770633533,15452.313461526997
5,Day1,1,0,1028.2497108727428,3819.5198012305214
6,Day1,1,0,1703.197150692927,1443.4551597990467
7,Day1,1,0,1091.0743348685373,1568.3510969265674
8,Day1,1,0,1460.1888305419393,741.8030397953537
9,Day1,1,0,1888.0175047194416,1237.1628831354997
0,Day1,1,1,,
1,Day1,1,1,2138.672887688369,990.8066722169127
2,Day1,1,1,10305.544373191238,6738.616151557743
3,Day1,1,1,3394.8572724370424,5093.672237246353
4,Day1,1,1,4655.76588269157,4083.538987684252
5,Day1,1,1,11915.91783574092,6304.719509204643
6,Day1,1,1,1789.5154851515304,1988.7456079567785
7,Day1,1,1,1003.9146317604013,2318.773243204119
8,Day1,1,1,2748.643679974577,1448.2619131692347
9,Day1,1,1,3602.011523256637,2655.7323533228932
0,Day1,1,2,3877.4660668220813,2623.81758357445
1,Day1,1,2,3276.000958285756,2017.1770963924967
2,Day1,1,2,2986.9976038201507,1488.0540840531671
3,Day1,1,2,3335.893324755777,980.523130512107
4,Day1,1,2,17204.68199349604,16929.014493410858
5,Day1,1,2,14269.274856660284,6527.0008530943705
6,Day1,1,2,2252.843257995812,1742.6532524990616
7,Day1,1,2,3197.537264929795,2032.5591354056799
8,Day1,1,2,2240.857106965059,2182.956225344968
9,Day1,1,2,4343.803860435702,3028.528410947325
0,Day1,1,3,3200.7276864741807,840.1404974217297
1,Day1,1,3,,
2,Day1,1,3,3934.857172467442,6410.4448790741135
3,Day1,1,3,4088.054673863304,7988.944882494362
4,Day1,1,3,21693.97369134156,11743.881008628221
5,Day1,1,3,7915.3139243570495,5700.0712519150475
6,Day1,1,3,4797.8421515439,4803.61309621796
7,Day1,1,3,5285.410641467927,5945.0286875231
8,Day1,1,3,,
9,Day1,1,3,,
0,Day1,1,4,,
1,Day1,1,4,23562.60951055428,17884.276053389636
2,Day1,1,4,,
3,Day1,1,4,,
4,Day1,1,4,,
5,Day1,1,4,1692.3507576055981,8355.876374178855
6,Day1,1,4,5209.452196979677,4370.5334430142375
7,Day1,1,4,5451.932256797132,6448.20426173067
8,Day1,1,4,5262.958008977002,2072.8260694337114
9,Day1,1,4,10720.267384273888,8626.230768058376
