,day,block,trial,C4,C3
0,Day1,0,0,279.3413144445562,505.83586191427287
1,Day1,0,0,2910.7984256872246,1190.9794787724695
2,Day1,0,0,750.5009428651376,420.2859020395632
3,Day1,0,0,3387.692725635109,828.2019617640814
4,Day1,0,0,1740.8142301695236,1469.5941335003906
5,Day1,0,0,1479.375347105024,580.5863725330014
6,Day1,0,0,789.7857104181468,1288.4326126630888
7,Day1,0,0,1232.3575578983114,826.3726987217839
8,Day1,0,0,,
9,Day1,0,0,1414.5306048729392,826.7606319106736
0,Day1,0,1,,
1,Day1,0,1,943.5624207418097,1164.352801421404
2,Day1,0,1,,
3,Day1,0,1,831.1976824565262,721.8436327598831
4,Day1,0,1,,
5,Day1,0,1,749.1046793538973,816.1852156928477
6,Day1,0,1,1615.6468362675225,1590.4071635944415
7,Day1,0,1,,
8,Day1,0,1,1040.5188298915446,593.8256423496953
9,Day1,0,1,1135.0745991684414,627.6304796880095
0,Day1,0,2,2911.308712686399,1821.919153886206
1,Day1,0,2,797.0902817894516,924.4211755377513
2,Day1,0,2,7850.771666543194,5711.254963507309
3,Day1,0,2,1341.4966437282867,1086.539731798119
4,Day1,0,2,,
5,Day1,0,2,1021.1269947201324,724.571254820914
6,Day1,0,2,,
7,Day1,0,2,1777.8519634674317,1012.1777078575694
8,Day1,0,2,,
9,Day1,0,2,,
0,Day1,0,3,,
1,Day1,0,3,765.9533906674109,634.8322161580488
2,Day1,0,3,,
3,Day1,0,3,1965.2913541949536,800.4349237065338
4,Day1,0,3,2472.9458183025563,1027.3578094954944
5,Day1,0,3,2098.5016287995395,1319.3803758671138
6,Day1,0,3,2233.7859649565758,911.2412951719713
7,Day1,0,3,1216.9724621420826,1067.7441994424794
8,Day1,0,3,,
9,Day1,0,3,1064.7856358282254,835.4321426806332
0,Day1,0,4,,
1,Day1,0,4,1577.9918249189548,1160.3484987512604
2,Day1,0,4,1716.7616676646073,1003.8930552140552
3,Day1,0,4,,
4,Day1,0,4,1036.0816384317764,681.0502447138068
5,Day1,0,4,,
6,Day1,0,4,1189.3460994627676,1150.5838326703995
7,Day1,0,4,1657.2998058816033,701.7566944885185
8,Day1,0,4,,
9,Day1,0,4,805.6877856675487,627.0596310526813
0,Day1,0,5,,
1,Day1,0,5,,
2,Day1,0,5,,
3,Day1,0,5,2345.536847093309,1011.4500843865428
4,Day1,0,5,1575.4378498728906,524.8572579494996
5,Day1,0,5,972.8003297640236,510.5761354676428
6,Day1,0,5,,
7,Day1,0,5,1751.7081095158455,2439.316691149738
8,Day1,0,5,,
9,Day1,0,5,1626.1001519288934,1032.6668528607868
0,Day1,0,6,,
1,Day1,0,6,,
2,Day1,0,6,2785.427524586214,2373.4128875397696
3,Day1,0,6,1009.271557621179,492.2415420189628
4,Day1,0,6,,
5,Day1,0,6,1242.749436755964,1223.7606885978892
6,Day1,0,6,912.1765620911373,1166.3258803102458
7,Day1,0,6,1261.5298294480153,588.5924418237958
8,Day1,0,6,690.7608319653618,692.3541545362892
9,Day1,0,6,714.4212493896595,1265.6819446780662
0,Day1,0,7,1216.657025030866,1389.9273456029557
1,Day1,0,7,,
2,Day1,0,7,2734.54054209958,1918.2982890250373
3,Day1,0,7,,
4,Day1,0,7,,
5,Day1,0,7,,
6,Day1,0,7,479.13913819261734,594.0051380486775
7,Day1,0,7,1537.360653613401,1001.9670309298823
8,Day1,0,7,,
9,Day1,0,7,1200.6430899213588,1048.0185043188296
0,Day1,0,8,,
1,Day1,0,8,943.7879767735367,1319.9439323356212
2,Day1,0,8,2125.587236333638,1351.2816113790136
3,Day1,0,8,,
4,Day1,0,8,1296.2259057068152,1087.6787383676358
5,Day1,0,8,2126.2410464254613,858.3977241430642
6,Day1,0,8,,
7,Day1,0,8,1196.5124428503148,634.6324675109316
8,Day1,0,8,926.0748257223672,984.1559126768055
9,Day1,0,8,661.4128151734702,664.0632474476181
0,Day1,0,9,,
1,Day1,0,9,,
