,pid,condition,timing,view,hand,face,angle,response,RT
0,P12,continuous,pre,0,right,palm,180,False,1.8221344448829768
1,P12,continuous,pre,0,right,back,0,True,0.7755199287821597
2,P12,continuous,pre,0,right,back,180,True,1.244645961189235
3,P12,continuous,pre,0,left,palm,120,True,1.3259193318444886
4,P12,continuous,pre,0,left,palm,240,True,1.7319755340249685
5,P12,continuous,pre,0,right,palm,300,True,0.8331834342934599
6,P12,continuous,pre,0,right,back,120,True,1.1710534480735078
7,P12,continuous,pre,0,left,back,0,True,1.0627503690629965
8,P12,continuous,pre,0,left,palm,0,True,1.0476399327963009
9,P12,continuous,pre,0,right,back,240,True,1.0180304032037384
10,P12,continuous,pre,0,right,back,60,True,0.7074574645521352
11,P12,continuous,pre,0,left,back,60,True,0.7388772740523564
12,P12,continuous,pre,0,left,palm,180,True,1.2004013566001959
13,P12,continuous,pre,0,left,back,180,True,0.8751243944971066
14,P12,continuous,pre,0,right,palm,120,True,1.035629495534522
15,P12,continuous,pre,0,left,back,240,True,0.5970878472253389
16,P12,continuous,pre,0,right,palm,0,True,0.761168308534252
17,P12,continuous,pre,0,right,palm,60,True,0.9343300470463873
18,P12,continuous,pre,0,left,palm,300,True,0.8759693960819277
19,P12,continuous,pre,0,left,back,120,True,1.4450768124042952
20,P12,continuous,pre,0,left,palm,60,True,0.7573060460890702
21,P12,continuous,pre,0,left,back,300,True,0.7792653619071643
22,P12,continuous,pre,0,right,back,300,True,0.7595572130449
23,P12,continuous,pre,0,right,palm,240,True,1.0849594314968272
24,P12,continuous,pre,1,right,palm,240,True,1.1963632756014704
25,P12,continuous,pre,1,left,back,300,True,0.9116873754610424
26,P12,continuous,pre,1,right,back,240,True,1.2692578771675471
27,P12,continuous,pre,1,left,palm,60,False,1.5253048479171412
28,P12,continuous,pre,1,left,palm,0,True,1.5387858024405432
29,P12,continuous,pre,1,right,palm,300,True,1.1510721867307439
30,P12,continuous,pre,1,right,palm,180,True,2.7558431897705304
31,P12,continuous,pre,1,left,back,60,True,0.8385047225856397
32,P12,continuous,pre,1,left,back,120,True,1.9211631910256983
33,P12,continuous,pre,1,left,palm,180,True,1.8388092449131364
34,P12,continuous,pre,1,right,back,180,True,2.3993762463360326
35,P12,continuous,pre,1,right,back,0,True,0.8091085501437192
36,P12,continuous,pre,1,right,back,120,True,0.6606912618553906
37,P12,continuous,pre,1,left,back,0,True,0.597834788786713
38,P12,continuous,pre,1,left,palm,240,True,1.3457569505771971
39,P12,continuous,pre,1,right,palm,60,True,1.6789886487858894
40,P12,continuous,pre,1,left,palm,120,True,1.582295339925622
41,P12,continuous,pre,1,left,back,240,True,0.8412274203365087
42,P12,continuous,pre,1,right,palm,0,True,0.9390024537970021
43,P12,continuous,pre,1,right,palm,120,True,0.9606813792452158
44,P12,continuous,pre,1,left,back,180,True,0.981475083179248
45,P12,continuous,pre,1,right,back,60,True,0.7932676433338202
46,P12,continuous,pre,1,right,back,300,True,0.8129792396211997
47,P12,continuous,pre,1,left,palm,300,True,3.616093487973558
48,P12,continuous,pre,2,right,back,60,True,0.6638280333681905
49,P12,continuous,pre,2,right,palm,180,True,1.1370542003751325
50,P12,continuous,pre,2,left,palm,120,True,1.4067081481007335
51,P12,continuous,pre,2,left,palm,240,True,1.4010719952093496
52,P12,continuous,pre,2,left,back,240,True,0.6833017574936093
53,P12,continuous,pre,2,left,back,60,True,0.7467094351377455
54,P12,continuous,pre,2,left,back,300,True,0.608525629289943
55,P12,continuous,pre,2,left,palm,60,True,1.820120767042681
56,P12,continuous,pre,2,right,back,0,True,0.7011291458147753
57,P12,continuous,pre,2,left,back,120,True,3.292403872448631
58,P12,continuous,pre,2,left,palm,300,True,1.3140927571184875
59,P12,continuous,pre,2,left,back,0,True,0.6322714761008683
60,P12,continuous,pre,2,left,palm,0,True,1.1550459158388549
61,P12,continuous,pre,2,right,palm,0,True,1.2078799653427268
62,P12,continuous,pre,2,right,back,240,False,3.3703991272668645
63,P12,continuous,pre,2,left,back,180,True,2.588663495545916
64,P12,continuous,pre,2,right,palm,300,True,0.9343265996212722
65,P12,continuous,pre,2,right,palm,240,True,1.0591780731665494
66,P12,continuous,pre,2,right,back,180,True,1.6118562225601636
67,P12,continuous,pre,2,right,back,300,True,1.4775254860287532
68,P12,continuous,pre,2,right,palm,60,True,1.1972737782125478
69,P12,continuous,pre,2,left,palm,180,True,2.0170455894840416
70,P12,continuous,pre,2,right,palm,120,True,3.1628029997154954
71,P12,continuous,pre,2,right,back,120,True,0.9011558824931853
