,day,block,trial,C4,C3
0,Day1,0,0,881.3554729374997,981.402381303175
1,Day1,0,0,,
2,Day1,0,0,,
3,Day1,0,0,,
4,Day1,0,0,,
5,Day1,0,0,1029.315520332043,664.8282505365082
6,Day1,0,0,,
7,Day1,0,0,,
8,Day1,0,0,,
9,Day1,0,0,,
0,Day1,0,1,955.3354966347713,823.1153159198416
1,Day1,0,1,955.3354966347713,823.1153159198416
2,Day1,0,1,955.3354966347713,823.1153159198416
3,Day1,0,1,955.3354966347713,823.1153159198416
4,Day1,0,1,955.3354966347713,823.1153159198416
5,Day1,0,1,955.3354966347713,823.1153159198416
6,Day1,0,1,955.3354966347713,823.1153159198416
7,Day1,0,1,955.3354966347713,823.1153159198416
8,Day1,0,1,955.3354966347713,823.1153159198416
9,Day1,0,1,955.3354966347713,823.1153159198416
0,Day1,0,2,,
1,Day1,0,2,,
2,Day1,0,2,,
3,Day1,0,2,10544.541013894928,1308.3435610950598
4,Day1,0,2,,
5,Day1,0,2,,
6,Day1,0,2,,
7,Day1,0,2,1434.6886142715632,1403.7681462212304
8,Day1,0,2,,
9,Day1,0,2,,
0,Day1,0,3,,
1,Day1,0,3,,
2,Day1,0,3,,
3,Day1,0,3,995.1280115775528,2071.320503469661
4,Day1,0,3,,
5,Day1,0,3,,
6,Day1,0,3,,
7,Day1,0,3,,
8,Day1,0,3,,
9,Day1,0,3,,
0,Day1,0,4,,
1,Day1,0,4,,
2,Day1,0,4,,
3,Day1,0,4,,
4,Day1,0,4,,
5,Day1,0,4,1192.1474623412269,1588.9607744511975
6,Day1,0,4,,
7,Day1,0,4,,
8,Day1,0,4,,
9,Day1,0,4,,
0,Day1,0,5,,
1,Day1,0,5,7488.216788035948,4363.874426434614
2,Day1,0,5,10115.105958709979,4175.91368118736
3,Day1,0,5,5755.369928389361,3285.926975710553
4,Day1,0,5,,
5,Day1,0,5,6043.0319439562745,1188.1291972013505
6,Day1,0,5,5890.587926141241,3342.867194434825
7,Day1,0,5,5135.012357690684,1611.8335364135876
8,Day1,0,5,3485.333619834466,3154.295772441012
9,Day1,0,5,688.5983967014778,695.4145006295631
0,Day1,0,6,,
1,Day1,0,6,32364.328370672523,4026.7652149115056
2,Day1,0,6,,
3,Day1,0,6,2825.85099684232,1582.3133938575793
4,Day1,0,6,886.8456779836803,889.8036340493013
5,Day1,0,6,1253.1018670927824,2656.8768438575776
6,Day1,0,6,1683.790264385082,2061.6481983719673
7,Day1,0,6,2870.7284327748853,2590.6024949097705
8,Day1,0,6,4795.97282726951,6067.758533966688
9,Day1,0,6,491.39875631678876,885.1185466342357
0,Day1,0,7,,
1,Day1,0,7,15317.550079396333,11762.801422925513
2,Day1,0,7,3002.2191097068708,2146.738824124637
3,Day1,0,7,1403.910524940793,1869.2441503003647
4,Day1,0,7,3632.9432910099235,1063.6549899402467
