,pid,condition,day,block,hand,RT
0,P05,continuous,Day1,0,right,11.28755116
1,P05,continuous,Day1,0,left,19.92351086
2,P05,continuous,Day1,0,right,16.50271868
3,P05,continuous,Day1,0,left,15.06775988
4,P05,continuous,Day1,0,right,18.03796801
5,P05,continuous,Day1,0,left,13.04875538
6,P05,continuous,Day1,0,left,11.83056639
7,P05,continuous,Day1,0,right,20.19045485
8,P05,continuous,Day1,0,right,19.48964911
9,P05,continuous,Day1,0,left,18.67205193
0,P05,continuous,Day1,1,right,12.99863444
1,P05,continuous,Day1,1,left,15.11816582
2,P05,continuous,Day1,1,right,13.54927652
3,P05,continuous,Day1,1,left,12.43126239
4,P05,continuous,Day1,1,right,20.49087141
5,P05,continuous,Day1,1,left,19.63986371
6,P05,continuous,Day1,1,left,12.78169111
7,P05,continuous,Day1,1,right,18.08802307
8,P05,continuous,Day1,1,right,16.03548127
9,P05,continuous,Day1,1,left,14.35020311
0,P05,continuous,Day1,2,right,15.95211796
1,P05,continuous,Day1,2,left,14.01655874
2,P05,continuous,Day1,2,right,14.31678532
3,P05,continuous,Day1,2,left,12.63150601
4,P05,continuous,Day1,2,right,14.91759929
5,P05,continuous,Day1,2,left,13.90002471
6,P05,continuous,Day1,2,left,16.56954392
7,P05,continuous,Day1,2,right,17.13672713
8,P05,continuous,Day1,2,right,16.11901886
9,P05,continuous,Day1,2,left,12.66487669
0,P05,continuous,Day1,3,right,12.76501439
1,P05,continuous,Day1,3,left,15.15120669
2,P05,continuous,Day1,3,right,14.91762266
3,P05,continuous,Day1,3,left,14.58386069
4,P05,continuous,Day1,3,right,14.0165101
5,P05,continuous,Day1,3,left,11.71374622
6,P05,continuous,Day1,3,left,17.75426571
7,P05,continuous,Day1,3,right,14.73411283
8,P05,continuous,Day1,3,right,12.66490695
9,P05,continuous,Day1,3,left,12.76514156
0,P05,continuous,Day1,4,right,12.04754955
1,P05,continuous,Day1,4,left,14.33357657
2,P05,continuous,Day1,4,right,13.86636981
3,P05,continuous,Day1,4,left,11.3466492
4,P05,continuous,Day1,4,right,8.243027298
5,P05,continuous,Day1,4,left,9.294184004
6,P05,continuous,Day1,4,left,10.96292564
7,P05,continuous,Day1,4,right,13.48251524
8,P05,continuous,Day1,4,right,12.28104396
9,P05,continuous,Day1,4,left,13.59935878
0,P05,continuous,Day2,0,right,11.61425433178374
1,P05,continuous,Day2,0,left,13.399086815710234
2,P05,continuous,Day2,0,left,14.4670688661231
3,P05,continuous,Day2,0,right,19.67308270561489
4,P05,continuous,Day2,0,right,11.36330753511129
5,P05,continuous,Day2,0,left,13.382421585470183
6,P05,continuous,Day2,0,left,13.232195874965782
7,P05,continuous,Day2,0,right,14.884091862355945
8,P05,continuous,Day2,0,right,14.016523885859442
9,P05,continuous,Day2,0,left,10.145489333095611
0,P05,continuous,Day2,1,right,8.660153333754806
1,P05,continuous,Day2,1,left,8.39319286996124
2,P05,continuous,Day2,1,left,9.160735756872327
3,P05,continuous,Day2,1,right,10.46236734600052
4,P05,continuous,Day2,1,right,9.544546271132276
5,P05,continuous,Day2,1,left,9.360964819039054
6,P05,continuous,Day2,1,left,9.444431931572126
7,P05,continuous,Day2,1,right,9.828188053144004
8,P05,continuous,Day2,1,right,9.09395877264069
9,P05,continuous,Day2,1,left,8.726842217153262
0,P05,continuous,Day2,2,right,11.096358945777865
1,P05,continuous,Day2,2,left,9.027307810904858
2,P05,continuous,Day2,2,left,11.530305345996567
3,P05,continuous,Day2,2,right,9.811437020353424
4,P05,continuous,Day2,2,right,12.865081617761007
5,P05,continuous,Day2,2,left,12.748267573722387
6,P05,continuous,Day2,2,left,10.345508102403528
7,P05,continuous,Day2,2,right,11.630365292868191
8,P05,continuous,Day2,2,right,15.251343250422906
9,P05,continuous,Day2,2,left,13.098782867835325
0,P05,continuous,Day2,3,right,9.944942724881912
1,P05,continuous,Day2,3,left,9.995106190232491
2,P05,continuous,Day2,3,left,9.995107339374044
3,P05,continuous,Day2,3,right,8.97723704295322
4,P05,continuous,Day2,3,right,11.680348343033984
5,P05,continuous,Day2,3,left,12.281038976957916
6,P05,continuous,Day2,3,left,10.295391368799756
7,P05,continuous,Day2,3,right,13.215465909765499
8,P05,continuous,Day2,3,right,13.098675997694045
9,P05,continuous,Day2,3,left,12.898494816414768
0,P05,continuous,Day2,4,right,11.480151456823933
1,P05,continuous,Day2,4,left,12.331142686960447
2,P05,continuous,Day2,4,left,9.627921069314198
3,P05,continuous,Day2,4,right,10.645776426898465
4,P05,continuous,Day2,4,right,11.313301119072094
5,P05,continuous,Day2,4,left,10.061847934131492
6,P05,continuous,Day2,4,left,10.21203419078438
7,P05,continuous,Day2,4,right,8.927163976718475
8,P05,continuous,Day2,4,right,10.729199489015173
9,P05,continuous,Day2,4,left,12.130892557203424
