,day,block,trial,C4,C3
0,Day1,0,0,1460.7221543623998,1355.8837632220072
1,Day1,0,0,1628.763824867891,1499.7315366001017
2,Day1,0,0,1102.7280050434924,1182.506439151244
3,Day1,0,0,2339.266195425804,1232.987926892424
4,Day1,0,0,1054.3842970868757,707.0973834434458
5,Day1,0,0,725.4441823030284,485.8158714540448
6,Day1,0,0,,
7,Day1,0,0,2073.0242897637313,679.651650296377
8,Day1,0,0,1107.432618700465,590.2804315045287
9,Day1,0,0,,
0,Day1,0,1,,
1,Day1,0,1,1907.139917169661,970.3580557787327
2,Day1,0,1,976.8387854009143,1436.8942686098496
3,Day1,0,1,,
4,Day1,0,1,1047.2683080244963,933.8932553278804
5,Day1,0,1,,
6,Day1,0,1,2714.3492600242425,1534.7477399046854
7,Day1,0,1,1899.2998572414526,2003.7891411174587
8,Day1,0,1,,
9,Day1,0,1,,
0,Day1,0,2,,
1,Day1,0,2,2600.8401834745555,1558.0368795462152
2,Day1,0,2,,
3,Day1,0,2,4954.412948046562,2834.756292575012
4,Day1,0,2,,
5,Day1,0,2,40743.96187905478,5567.931773873564
6,Day1,0,2,1964.357488159176,1472.9571476395597
7,Day1,0,2,4206.398443278864,3329.451574772504
8,Day1,0,2,2438.246296813852,1647.8791895366242
9,Day1,0,2,2065.332003673373,1516.6427770287396
0,Day1,0,3,,
1,Day1,0,3,2291.985688562942,2359.447947495471
2,Day1,0,3,3577.521606210645,2341.467357589646
3,Day1,0,3,2066.5330156288305,1080.6236478376934
4,Day1,0,3,6878.500022880077,4286.5593102402145
5,Day1,0,3,317.42529420834177,419.4789230130471
6,Day1,0,3,,
7,Day1,0,3,2475.1469594828154,1410.2118786671372
8,Day1,0,3,5277.984702897744,4951.337656701787
9,Day1,0,3,4239.191991563971,3029.8687368837873
0,Day1,0,4,2567.2241575210564,1634.2101257344882
1,Day1,0,4,734.0638148533096,922.2743455548823
2,Day1,0,4,1912.5760958112253,1079.421142814397
3,Day1,0,4,,
4,Day1,0,4,5693.15527625236,4936.827624156882
5,Day1,0,4,1669.5106678333773,1900.2362427083133
6,Day1,0,4,2872.703433850011,2122.8567266531404
7,Day1,0,4,4155.0892700605955,2742.0378086858805
8,Day1,0,4,,
9,Day1,0,4,6953.649571785307,4654.122256971441
0,Day1,0,5,,
1,Day1,0,5,2921.7704998463464,10378.282785007874
2,Day1,0,5,5175.028867685236,3938.079150471031
3,Day1,0,5,,
4,Day1,0,5,870.3796659076628,796.1964108697113
5,Day1,0,5,2356.47747913936,6183.411764077034
6,Day1,0,5,1644.5052326176403,1674.9769981436593
7,Day1,0,5,7969.400219063159,3710.0225072225317
8,Day1,0,5,5254.759523222631,6327.603806528676
9,Day1,0,5,1657.0080387907078,1793.519297354815
0,Day1,0,6,,
1,Day1,0,6,,
2,Day1,0,6,2010.010492378448,1692.3135950735352
3,Day1,0,6,,
4,Day1,0,6,,
5,Day1,0,6,,
6,Day1,0,6,1019.3138924766556,925.4756983486274
7,Day1,0,6,1535.2487953931302,1108.7179015732595
8,Day1,0,6,2605.118806525225,2872.1461175563445
9,Day1,0,6,7996.6813591397095,6223.939602199772
0,Day1,0,7,1532.2997900246426,1726.9798149896326
1,Day1,0,7,1486.8113388905613,839.2535295177835
2,Day1,0,7,,
3,Day1,0,7,2451.054320489609,896.3717247197374
4,Day1,0,7,973.353563613132,1205.460135643257
5,Day1,0,7,1993.7033408563489,1063.2530799898686
6,Day1,0,7,2510.8324018225203,1234.2635847593601
7,Day1,0,7,2536.439021016869,2016.4464584413226
8,Day1,0,7,1490.1562646936366,585.5142902350631
9,Day1,0,7,,
0,Day1,0,8,1048.3877053425838,633.759525673542
1,Day1,0,8,2622.3416176599108,1256.2507569779675
2,Day1,0,8,797.2914695923239,1512.9232470581092
3,Day1,0,8,2550.6698418520323,1627.6074478046612
4,Day1,0,8,,
5,Day1,0,8,3024.9890850694787,1774.8231413452872
6,Day1,0,8,6908.18017465027,4337.708091279863
7,Day1,0,8,,
8,Day1,0,8,,
9,Day1,0,8,3524.959573306104,1043.1567626055948
0,Day1,0,9,,
1,Day1,0,9,738.0723883753682,3652.324226080231
2,Day1,0,9,1704.4584384945001,743.3586326234273
3,Day1,0,9,,
4,Day1,0,9,881.7487629332718,599.2782379684343
5,Day1,0,9,1316.1367021813364,1474.0160952535846
6,Day1,0,9,1092.5555245887597,918.5162109965272
7,Day1,0,9,1906.5204329686792,1375.7329824808041
8,Day1,0,9,2331.3420949842803,793.2117592991948
9,Day1,0,9,4127.501120424989,4386.100859076856
0,Day1,1,0,,
1,Day1,1,0,3439.429888712113,7542.228452983842
2,Day1,1,0,,
3,Day1,1,0,,
4,Day1,1,0,,
5,Day1,1,0,,
6,Day1,1,0,,
7,Day1,1,0,,
8,Day1,1,0,,
9,Day1,1,0,,
0,Day1,1,1,1093.3640889166284,1283.1523790876786
1,Day1,1,1,,
2,Day1,1,1,,
3,Day1,1,1,1609.0783990814539,1388.84696831406
4,Day1,1,1,,
5,Day1,1,1,,
6,Day1,1,1,1305.7130414145677,1225.4195854067318
7,Day1,1,1,959.0658179749645,861.1048178494299
8,Day1,1,1,,
9,Day1,1,1,737.7692259700003,956.6184162109793
0,Day1,1,2,,
1,Day1,1,2,5631.080037335237,4393.692926739218
2,Day1,1,2,896.3632572059323,1040.7182601813279
3,Day1,1,2,2577.5203173906907,1961.3094819853945
4,Day1,1,2,3205.616403889679,1072.7022290255334
5,Day1,1,2,6443.575524415258,3911.625484616087
6,Day1,1,2,9935.781749103371,2657.9392387499115
7,Day1,1,2,2747.109811968032,1251.6522157941085
8,Day1,1,2,3754.8967433395264,2565.578797294164
9,Day1,1,2,3864.5844302291443,1324.0978270141495
0,Day1,1,3,707.424414936993,466.80975507906777
1,Day1,1,3,,
2,Day1,1,3,8173.725403297941,1468.710856697688
3,Day1,1,3,2623.011911121861,1466.1174582641033
4,Day1,1,3,3619.775309219699,5379.275799009542
5,Day1,1,3,,
6,Day1,1,3,5110.79614675851,2946.2288634546626
7,Day1,1,3,1134.485038107433,533.9963651430204
8,Day1,1,3,1778.249291387726,1196.1673089596425
9,Day1,1,3,1740.5989751565362,1824.66963484751
0,Day1,1,4,981.5873173924898,435.9431921230571
1,Day1,1,4,1989.141626165512,1787.2603127262719
2,Day1,1,4,,
3,Day1,1,4,2088.1994474039193,964.9611946063924
4,Day1,1,4,2017.270711570421,1838.336351314952
